X_ref,Y_ref,Phi_ref,Kappa_ref,V_ref
345.0,-10.364414513341458,-0.03749594016880831,0.024280625793556297,10.0
345.5,-10.380129301375057,-0.025336501519355466,0.024323282184044913,10.0
346.0,-10.389756437743596,-0.013166044623241273,0.024339650611558312,10.0
346.5,-10.393296106805872,-0.0009959437302458855,0.024329654352684527,10.0
347.0,-10.390752381803136,0.011162421486530695,0.02429331943711304,10.0
347.5,-10.382133221684951,0.023297700192360785,0.02423077432923507,10.0
348.0,-10.367450465498152,0.03539860438853993,0.024142248551910557,10.0
348.5,-10.346719824342632,0.04745394234363228,0.024028070277808178,10.0
349.0,-10.319960870898907,0.05945265116517873,0.023888662932008583,10.0
349.5,-10.287197026534177,0.07138382823243158,0.023724540867079327,10.0
350.0,-10.248455545994966,0.0832367612291036,0.023536304187127266,10.0
350.5,-10.203767499695914,0.09500095653668682,0.02332463281088254,10.0
351.0,-10.15316775361602,0.10666616577454861,0.023090279875041916,10.0
351.5,-10.09669494681474,0.11822241030070983,0.022834064586965023,10.0
352.0,-10.034391466582289,0.12966000351705761,0.022556864642088288,10.0
352.5,-9.966303421239628,0.14096957085448217,0.0222596083236314,10.0
353.0,-9.892480610605142,0.15214206734469327,0.021943266402282342,10.0
353.5,-9.812976494146753,0.16316879271790002,0.02160884395147194,10.0
354.0,-9.727848156839169,0.17404140399661638,0.021257372188238203,10.0
354.5,-9.63715627274792,0.18475192558569425,0.020889900443495008,10.0
355.0,-9.540965066362922,0.19529275688759795,0.020507488356265174,10.0
355.5,-9.43934227170568,0.20565667749733793,0.02011119837650812,10.0
356.0,-9.332359089236082,0.21583685005586314,0.019702088650587316,10.0
356.5,-9.220090140585377,0.22582682086136008,0.01928120635083497,10.0
357.0,-9.10261342114407,0.235620518355687,0.01884958149982082,10.0
357.5,-8.980010250534306,0.24521224961900803,0.018408221327268666,10.0
358.0,-8.852365220997603,0.2545966950166826,0.017958105186021533,10.0
358.5,-8.719766143730663,0.2637689011523094,0.01750018004312834,10.0
359.0,-8.582303993202391,0.27272427228668394,0.0170353565509593,10.0
359.5,-8.440072849487445,0.28145856038572553,0.01656450569524269,10.0
360.0,-8.293169838652252,0.2899678539623889,0.016088456007641964,10.0
360.5,-8.141695071230604,0.298248565875061,0.01560799132373775,10.0
361.0,-7.985751578827937,0.3062974202429671,0.01512384906214452,10.0
361.5,-7.825445248893283,0.3141114386337455,0.014636718994247613,10.0
362.0,-7.660884757700362,0.32168792567167964,0.014147242472060385,10.0
362.5,-7.492181501579527,0.3290244542088457,0.013656012077860416,10.0
363.0,-7.319449526443372,0.3361188501914448,0.013163571657754163,10.0
363.5,-7.142805455650785,0.34296917734589205,0.012670416701506752,10.0
364.0,-6.962368416253799,0.3495737217991999,0.012176995029371824,10.0
364.5,-6.778259963674147,0.355930976738134,0.01168370774904302,10.0
365.0,-6.590604004856341,0.3620396272031281,0.011190910445723963,10.0
365.5,-6.399526719945165,0.3678985351015556,0.010698914570179694,10.0
366.0,-6.205156482537295,0.3735067245169788,0.010207988992746553,10.0
366.5,-6.007623778556146,0.3788633673814007,0.009718361691744951,10.0
367.0,-5.807061123801409,0.38396776956839906,0.009230221549114103,10.0
367.5,-5.603602980224682,0.3888193574583981,0.008743720227374342,10.0
368.0,-5.39738567098321,0.39341766501789327,0.008258974104740363,10.0
368.5,-5.1885472943257875,0.3977623214290186,0.007776066249115838,10.0
369.0,-4.977227636363709,0.401853039299014,0.007295048412326794,10.0
369.5,-4.763568082782211,0.4056896034728302,0.006815943030433249,10.0
370.0,-4.547711529547344,0.4092718604686372,0.006338745217141666,10.0
370.5,-4.329802292663869,0.4125997085496202,0.005863424739564809,10.0
371.0,-4.1099860170414395,0.41567308844308243,0.005389927968968794,10.0
371.5,-3.888409584525186,0.41849197471404576,0.004918179799284713,10.0
372.0,-3.6652210211490632,0.42105636779726335,0.004448085529863041,10.0
372.5,-3.440569403669711,0.4233662866908147,0.00397953270931241,10.0
373.0,-3.214604765438991,0.4254217623107549,0.0035123929388122146,10.0
373.5,-2.987478001674962,0.4272228315064671,0.0030465236358522534,10.0
374.0,-2.7593407741895843,0.4287695317348517,0.0025817697586405057,10.0
374.5,-2.5303454156336307,0.4300618963903096,0.002117965494427213,10.0
375.0,-2.30064483331843,0.4310999507887754,0.0016549359145610091,10.0
375.5,-2.070392412674265,0.43188370880201116,0.0011924985998620617,10.0
376.0,-1.839741920406759,0.4324131701401553,0.0007304652418577467,10.0
376.5,-1.6088474074108032,0.43268831828036414,0.0002686432240038457,10.0
377.0,-1.3778631115036988,0.4327091190393711,-0.00019316281062252625,10.0
377.5,-1.1469433600380254,0.4324755197900589,-0.0006551493997115845,10.0
378.0,-0.9162424724548641,0.43198744932085864,-0.0011175127045347144,10.0
378.5,-0.685914662839243,0.4312448183392046,-0.0015804469481054237,10.0
379.0,-0.45611394253777027,0.4302475206205218,-0.002044142843621615,10.0
379.5,-0.2269940229002696,0.4289954348044226,-0.0025087860062992504,10.0
380.0,0.00129178179403322,0.42748842684209704,-0.002974555343235295,10.0
380.5,0.22859065116536526,0.4257263530974801,-0.0034416214162703053,10.0
381.0,0.45475035525579033,0.42370906410687087,-0.0039101447719779685,10.0
381.5,0.6796193506857762,0.42143640900138546,-0.004380274235488995,10.0
382.0,0.9030468763838484,0.4189082405961262,-0.004852145163586228,10.0
382.5,1.1248830488297754,0.4161244211513658,-0.0053258776546362884,10.0
383.0,1.3449789567519717,0.4130848288085643,-0.005801574713928535,10.0
383.5,1.5631867552190064,0.40978936470481975,-0.006279320373031625,10.0
